id,name,set_name,set_release_date,rarity,hp,type,evolves_from,nb_attacks,is_holo,is_reverse,price_tcgplayer_low,price_tcgplayer_mid,price_tcgplayer_high,price_tcgplayer_market,price_cardmarket_low,price_cardmarket_trend,price_cardmarket_avg30,price_cardmarket_avg7,price_cardmarket_avg1,price_cardmarket_avg_sell,price_pricecharting,market_price,high_price,low_price,trend_price,year,rarity_encoded,set_age,price_range,hp_normalized,has_evolution,price_source_count,price_volatility,target
sv4-104,Garganacl,Paradox Rift,2023/11/03,Rare,160.0,Fighting,Naclstack,1,1,1,0.01,0.18,1000.1,0.07,0.02,0.11,0.06,0.08,0.03,0.05,,0.095,1000.1,0.01,0.11,2023,3,1,1000.09,0.42105263157894735,1,4,10527.263157894737,1
sv4-105,Klawf,Paradox Rift,2023/11/03,Uncommon,120.0,Fighting,,2,0,1,0.01,0.15,1000.13,0.11,0.02,0.03,0.04,0.02,0.02,0.04,,0.08,1000.13,0.01,0.03,2023,2,1,1000.12,0.3157894736842105,0,4,12501.5,0
sv4-106,Flamigo,Paradox Rift,2023/11/03,Common,110.0,Fighting,,2,0,1,0.01,0.15,1000.07,0.06,0.02,0.02,0.03,0.02,0.02,0.03,,0.065,1000.07,0.01,0.02,2023,1,1,1000.0600000000001,0.2894736842105263,0,4,15385.538461538463,0
sv4-107,Slither Wing,Paradox Rift,2023/11/03,Uncommon,140.0,Fighting,,2,0,1,0.01,0.15,1000.11,0.1,0.02,0.03,0.03,0.02,0.03,0.03,,0.07500000000000001,1000.11,0.01,0.03,2023,2,1,1000.1,0.3684210526315789,0,4,13334.666666666664,0
sv4-108,Sandy Shocks ex,Paradox Rift,2023/11/03,Double Rare,220.0,Fighting,,1,1,0,0.25,0.99,69.0,0.72,0.05,0.56,0.58,0.56,0.48,0.63,,0.725,69.0,0.05,0.56,2023,4,1,68.95,0.5789473684210527,0,4,95.10344827586208,0
sv4-109,Ting-Lu,Paradox Rift,2023/11/03,Rare,140.0,Fighting,,2,1,1,0.01,0.2,1000.18,0.17,0.02,0.06,0.08,0.08,0.03,0.08,,0.1325,1000.18,0.01,0.06,2023,3,1,1000.17,0.3684210526315789,0,4,7548.4528301886785,0
sv4-110,Zubat,Paradox Rift,2023/11/03,Common,50.0,Darkness,,2,0,1,0.01,0.15,1000.08,0.07,0.02,0.03,0.04,0.02,0.02,0.04,,0.07,1000.08,0.01,0.03,2023,1,1,1000.07,0.13157894736842105,0,4,14286.714285714284,0
sv4-111,Golbat,Paradox Rift,2023/11/03,Common,80.0,Darkness,Zubat,1,0,1,0.01,0.15,1000.08,0.08,0.02,0.03,0.04,0.02,0.02,0.04,,0.0725,1000.08,0.01,0.03,2023,1,1,1000.07,0.21052631578947367,1,4,13794.068965517243,0
sv4-112,Crobat,Paradox Rift,2023/11/03,Uncommon,130.0,Darkness,Golbat,2,0,1,0.01,0.15,1000.07,0.08,0.02,0.05,0.04,0.04,0.04,0.04,,0.07749999999999999,1000.07,0.01,0.05,2023,2,1,1000.0600000000001,0.34210526315789475,1,4,12904.000000000004,0
sv4-113,Absol,Paradox Rift,2023/11/03,Uncommon,100.0,Darkness,,2,0,1,0.01,0.16,1000.14,0.11,0.02,0.07,0.05,0.04,0.06,0.05,,0.09,1000.14,0.01,0.07,2023,2,1,1000.13,0.2631578947368421,0,4,11112.555555555557,0
sv4-114,Purrloin,Paradox Rift,2023/11/03,Common,60.0,Darkness,,2,0,1,0.01,0.14,1000.11,0.09,0.02,0.04,0.03,0.04,0.04,0.03,,0.075,1000.11,0.01,0.04,2023,1,1,1000.1,0.15789473684210525,0,4,13334.666666666668,0
sv4-115,Liepard,Paradox Rift,2023/11/03,Common,100.0,Darkness,Purrloin,2,0,1,0.01,0.15,1000.11,0.13,0.02,0.04,0.04,0.05,0.04,0.04,,0.0925,1000.11,0.01,0.04,2023,1,1,1000.1,0.2631578947368421,1,4,10811.891891891892,0
sv4-116,Trubbish,Paradox Rift,2023/11/03,Common,70.0,Darkness,,2,0,1,0.01,0.15,1000.09,0.1,0.02,0.03,0.03,0.03,0.04,0.03,,0.07750000000000001,1000.09,0.01,0.03,2023,1,1,1000.08,0.18421052631578946,0,4,12904.258064516127,0
sv4-117,Garbodor,Paradox Rift,2023/11/03,Uncommon,120.0,Darkness,Trubbish,2,0,1,0.01,0.15,1000.1,0.08,0.02,0.06,0.04,0.04,0.04,0.04,,0.07749999999999999,1000.1,0.01,0.06,2023,2,1,1000.09,0.3157894736842105,1,4,12904.387096774197,0
sv4-118,Yveltal,Paradox Rift,2023/11/03,Rare,130.0,Darkness,,2,1,1,0.02,0.2,1000.18,0.16,0.02,0.08,0.09,0.08,0.07,0.09,,0.13249999999999998,1000.18,0.02,0.08,2023,3,1,1000.16,0.34210526315789475,0,4,7548.377358490567,0
sv4-119,Nickit,Paradox Rift,2023/11/03,Common,70.0,Darkness,,1,0,1,0.01,0.15,1000.09,0.07,0.02,0.03,0.03,0.04,0.06,0.03,,0.0725,1000.09,0.01,0.03,2023,1,1,1000.08,0.18421052631578946,0,4,13794.206896551726,0
sv4-120,Thievul,Paradox Rift,2023/11/03,Rare,110.0,Darkness,Nickit,1,1,1,0.02,0.18,1000.15,0.14,0.02,0.1,0.09,0.09,0.1,0.08,,0.1225,1000.15,0.02,0.1,2023,3,1,1000.13,0.2894736842105263,1,4,8164.326530612245,0
sv4-121,Morpeko,Paradox Rift,2023/11/03,Rare,70.0,Darkness,,1,1,1,0.01,0.2,1000.21,0.22,0.02,0.08,0.07,0.09,0.07,0.07,,0.14500000000000002,1000.21,0.01,0.08,2023,3,1,1000.2,0.18421052631578946,0,4,6897.931034482758,0
sv4-122,Lokix,Paradox Rift,2023/11/03,Rare,120.0,Darkness,Nymble,2,1,1,0.01,0.2,1000.16,0.15,0.02,0.11,0.07,0.09,0.08,0.07,,0.1275,1000.16,0.01,0.11,2023,3,1,1000.15,0.3157894736842105,1,4,7844.313725490196,0
sv4-123,Brute Bonnet,Paradox Rift,2023/11/03,Rare,120.0,Darkness,,1,1,1,0.04,0.25,50.0,0.17,0.02,0.17,0.17,0.19,0.06,0.19,,0.2,50.0,0.02,0.17,2023,3,1,49.98,0.3157894736842105,0,4,249.89999999999998,0
sv4-124,Roaring Moon ex,Paradox Rift,2023/11/03,Double Rare,230.0,Darkness,,2,1,0,0.31,1.1,40.0,0.91,0.35,1.05,1.16,1.12,0.95,1.22,,1.0875000000000001,40.0,0.31,1.05,2023,4,1,39.69,0.6052631578947368,0,4,36.49655172413792,0
sv4-125,Steelix,Paradox Rift,2023/11/03,Rare,180.0,Metal,Onix,2,1,1,0.02,0.2,65.0,0.14,0.02,0.1,0.1,0.09,0.09,0.09,,0.13,65.0,0.02,0.1,2023,3,1,64.98,0.47368421052631576,1,4,499.84615384615387,0
sv4-126,Jirachi,Paradox Rift,2023/11/03,Common,70.0,Metal,,1,0,1,0.02,0.23,1000.23,0.24,0.02,0.03,0.05,0.05,0.07,0.06,,0.14500000000000002,1000.23,0.02,0.03,2023,1,1,1000.21,0.18421052631578946,0,4,6897.999999999999,0
sv4-127,Ferroseed,Paradox Rift,2023/11/03,Common,70.0,Metal,,1,0,1,0.01,0.13,1000.07,0.07,0.02,0.04,0.03,0.03,0.1,0.03,,0.065,1000.07,0.01,0.04,2023,1,1,1000.0600000000001,0.18421052631578946,0,4,15385.538461538463,0
sv4-128,Ferrothorn,Paradox Rift,2023/11/03,Uncommon,140.0,Metal,Ferroseed,1,0,1,0.01,0.15,1000.12,0.11,0.02,0.05,0.04,0.04,0.1,0.03,,0.0825,1000.12,0.01,0.05,2023,2,1,1000.11,0.3684210526315789,1,4,12122.545454545454,0
sv4-129,Durant,Paradox Rift,2023/11/03,Uncommon,70.0,Metal,,2,0,1,0.01,0.14,1000.08,0.07,0.02,0.04,0.03,0.03,0.1,0.03,,0.0675,1000.08,0.01,0.04,2023,2,1,1000.07,0.18421052631578946,0,4,14815.851851851852,0
sv4-130,Honedge,Paradox Rift,2023/11/03,Common,60.0,Metal,,1,0,1,0.01,0.15,1000.08,0.06,0.02,0.05,0.04,0.04,0.1,0.04,,0.0725,1000.08,0.01,0.05,2023,1,1,1000.07,0.15789473684210525,0,4,13794.068965517243,0
sv4-131,Honedge,Paradox Rift,2023/11/03,Common,60.0,Metal,,1,0,1,0.01,0.15,1000.1,0.08,0.02,0.04,0.04,0.04,0.1,0.03,,0.075,1000.1,0.01,0.04,2023,1,1,1000.09,0.15789473684210525,0,4,13334.533333333335,0
sv4-132,Doublade,Paradox Rift,2023/11/03,Common,90.0,Metal,Honedge,2,0,1,0.01,0.17,1000.18,0.12,0.02,0.05,0.04,0.04,0.03,0.04,,0.0925,1000.18,0.01,0.05,2023,1,1,1000.17,0.23684210526315788,1,4,10812.648648648648,0
sv4-133,Doublade,Paradox Rift,2023/11/03,Common,90.0,Metal,Honedge,2,0,1,0.01,0.15,1000.15,0.15,0.02,0.04,0.04,0.04,0.1,0.03,,0.09249999999999999,1000.15,0.01,0.04,2023,1,1,1000.14,0.23684210526315788,1,4,10812.324324324325,0
sv4-134,Aegislash,Paradox Rift,2023/11/03,Rare,150.0,Metal,Doublade,1,1,1,0.01,0.2,19.98,0.17,0.02,0.29,0.23,0.31,0.15,0.31,,0.2475,19.98,0.01,0.29,2023,3,1,19.97,0.39473684210526316,1,4,80.68686868686868,1
sv4-135,Aegislash ex,Paradox Rift,2023/11/03,Double Rare,330.0,Metal,Doublade,2,1,0,0.33,0.99,501.5,0.76,0.05,0.61,0.65,0.62,0.54,0.66,,0.7575000000000001,501.5,0.05,0.61,2023,4,1,501.45,0.868421052631579,1,4,661.980198019802,0
sv4-136,Zacian,Paradox Rift,2023/11/03,Rare,120.0,Metal,,2,1,1,0.02,0.2,1000.18,0.16,0.02,0.11,0.1,0.13,0.07,0.09,,0.145,1000.18,0.02,0.11,2023,3,1,1000.16,0.3157894736842105,0,4,6897.6551724137935,0
sv4-137,Skeledirge ex,Paradox Rift,2023/11/03,Double Rare,330.0,Metal,Crocalor,1,1,0,0.3,0.99,20.0,0.82,0.15,0.73,0.69,0.67,0.55,0.69,,0.7925,20.0,0.15,0.73,2023,4,1,19.85,0.868421052631579,1,4,25.047318611987382,0
sv4-138,Orthworm,Paradox Rift,2023/11/03,Uncommon,140.0,Metal,,2,0,1,0.01,0.15,1000.05,0.05,0.02,0.04,0.03,0.03,0.05,0.03,,0.065,1000.05,0.01,0.04,2023,2,1,1000.04,0.3684210526315789,0,4,15385.230769230768,0
sv4-139,Gholdengo ex,Paradox Rift,2023/11/03,Double Rare,260.0,Metal,Gimmighoul,1,1,0,0.5,1.54,96.95,1.29,4.5,7.08,7.03,7.15,7.92,7.09,,4.2675,96.95,0.5,7.08,2023,4,1,96.45,0.6842105263157895,1,4,22.601054481546573,1
sv4-140,Altaria ex,Paradox Rift,2023/11/03,Double Rare,260.0,Dragon,Swablu,1,1,0,0.5,0.98,5.76,0.8,0.15,0.89,0.81,0.8,0.66,0.78,,0.8400000000000001,5.76,0.15,0.89,2023,4,1,5.609999999999999,0.6842105263157895,1,4,6.678571428571427,0
sv4-141,Tatsugiri,Paradox Rift,2023/11/03,Uncommon,70.0,Dragon,,2,0,1,0.01,0.15,1000.11,0.12,0.02,0.04,0.04,0.03,0.02,0.04,,0.08499999999999999,1000.11,0.01,0.04,2023,2,1,1000.1,0.18421052631578946,0,4,11765.882352941178,0
sv4-142,Porygon,Paradox Rift,2023/11/03,Common,60.0,Colorless,,1,0,1,0.01,0.15,1000.15,0.14,0.02,0.04,0.03,0.03,0.05,0.03,,0.08750000000000002,1000.15,0.01,0.04,2023,1,1,1000.14,0.15789473684210525,0,4,11430.171428571426,0
sv4-143,Porygon2,Paradox Rift,2023/11/03,Common,90.0,Colorless,Porygon,1,0,1,0.01,0.17,1000.17,0.15,0.02,0.06,0.04,0.06,0.02,0.04,,0.105,1000.17,0.01,0.06,2023,1,1,1000.16,0.23684210526315788,1,4,9525.333333333334,0
sv4-144,Porygon-Z,Paradox Rift,2023/11/03,Rare,150.0,Colorless,Porygon2,1,1,1,0.01,0.2,1000.18,0.17,0.02,0.08,0.08,0.07,0.08,0.08,,0.13,1000.18,0.01,0.08,2023,3,1,1000.17,0.39473684210526316,1,4,7693.615384615384,0
sv4-145,Aipom,Paradox Rift,2023/11/03,Common,60.0,Colorless,,2,0,1,0.01,0.12,1000.09,0.09,0.02,0.04,0.03,0.03,0.1,0.03,,0.0675,1000.09,0.01,0.04,2023,1,1,1000.08,0.15789473684210525,0,4,14816.0,0
sv4-146,Ambipom,Paradox Rift,2023/11/03,Uncommon,100.0,Colorless,Aipom,2,0,1,0.01,0.15,20.0,0.1,0.02,0.03,0.04,0.03,0.05,0.04,,0.07999999999999999,20.0,0.01,0.03,2023,2,1,19.99,0.2631578947368421,1,4,249.87500000000003,0
sv4-147,Miltank,Paradox Rift,2023/11/03,Common,120.0,Colorless,,1,0,1,0.01,0.15,1000.13,0.12,0.02,0.06,0.04,0.04,0.05,0.03,,0.085,1000.13,0.01,0.06,2023,1,1,1000.12,0.3157894736842105,0,4,11766.117647058823,0
sv4-148,Whismur,Paradox Rift,2023/11/03,Common,70.0,Colorless,,1,0,1,0.01,0.15,1000.13,0.12,0.02,0.03,0.03,0.03,0.06,0.03,,0.08250000000000002,1000.13,0.01,0.03,2023,1,1,1000.12,0.18421052631578946,0,4,12122.666666666664,0
sv4-149,Loudred,Paradox Rift,2023/11/03,Common,100.0,Colorless,Whismur,2,0,1,0.01,0.15,1000.1,0.1,0.02,0.05,0.04,0.07,0.02,0.04,,0.09,1000.1,0.01,0.05,2023,1,1,1000.09,0.2631578947368421,1,4,11112.111111111111,0
sv4-150,Exploud,Paradox Rift,2023/11/03,Uncommon,160.0,Colorless,Loudred,2,0,1,0.01,0.15,1000.1,0.1,0.02,0.05,0.05,0.05,0.05,0.05,,0.0875,1000.1,0.01,0.05,2023,2,1,1000.09,0.42105263157894735,1,4,11429.6,0
sv4-151,Spinda,Paradox Rift,2023/11/03,Common,80.0,Colorless,,1,0,1,0.01,0.15,1000.12,0.09,0.02,0.05,0.03,0.03,0.05,0.03,,0.07500000000000001,1000.12,0.01,0.05,2023,1,1,1000.11,0.21052631578947367,0,4,13334.799999999997,0
sv4-152,Swablu,Paradox Rift,2023/11/03,Common,50.0,Colorless,,2,0,1,0.01,0.15,1000.12,0.12,0.02,0.03,0.04,0.03,0.06,0.04,,0.08499999999999999,1000.12,0.01,0.03,2023,1,1,1000.11,0.13157894736842105,0,4,11766.000000000002,0
sv4-153,Tandemaus,Paradox Rift,2023/11/03,Common,30.0,Colorless,,1,0,1,0.03,0.25,1000.2,0.24,0.02,0.06,0.05,0.06,0.03,0.04,,0.14750000000000002,1000.2,0.02,0.06,2023,1,1,1000.1800000000001,0.07894736842105263,0,4,6780.8813559322025,0
sv4-154,Tandemaus,Paradox Rift,2023/11/03,Common,40.0,Colorless,,1,0,1,0.01,0.23,1000.21,0.26,0.02,0.04,0.04,0.04,0.07,0.04,,0.14250000000000002,1000.21,0.01,0.04,2023,1,1,1000.2,0.10526315789473684,0,4,7018.9473684210525,0
sv4-155,Maushold ex,Paradox Rift,2023/11/03,Double Rare,230.0,Colorless,Tandemaus,1,1,0,0.5,1.29,175.0,1.17,0.09,0.74,0.71,0.77,0.75,0.71,,0.985,175.0,0.09,0.74,2023,4,1,174.91,0.6052631578947368,1,4,177.5736040609137,0
sv4-156,Bombirdier ex,Paradox Rift,2023/11/03,Double Rare,200.0,Colorless,,2,1,0,0.2,0.99,501.5,0.65,0.1,0.62,0.67,0.65,0.5,0.68,,0.7425,501.5,0.1,0.62,2023,4,1,501.4,0.5263157894736842,0,4,675.2861952861953,0
sv4-157,Cyclizar,Paradox Rift,2023/11/03,Uncommon,120.0,Colorless,,2,0,1,0.01,0.15,1000.08,0.08,0.02,0.03,0.03,0.03,0.05,0.03,,0.07250000000000001,1000.08,0.01,0.03,2023,2,1,1000.07,0.3157894736842105,0,4,13794.068965517241,0
sv4-158,Iron Jugulis,Paradox Rift,2023/11/03,Rare,130.0,Colorless,,2,1,1,0.01,0.2,1000.16,0.17,0.02,0.09,0.09,0.05,0.04,0.1,,0.13,1000.16,0.01,0.09,2023,3,1,1000.15,0.34210526315789475,0,4,7693.461538461538,0
sv4-159,Ancient Booster Energy Capsule,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.15,19.98,0.1,0.02,0.3,0.38,0.32,0.03,0.31,,0.22000000000000003,19.98,0.01,0.3,2023,2,1,19.97,,0,4,90.77272727272725,1
sv4-160,Counter Catcher,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.09,0.62,96.95,0.61,0.05,1.13,1.15,1.09,0.96,1.16,,0.8699999999999999,96.95,0.05,1.13,2023,2,1,96.9,,0,4,111.3793103448276,1
sv4-161,Cursed Duster,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.15,1000.13,0.12,0.02,0.05,0.04,0.04,0.05,0.04,,0.0875,1000.13,0.01,0.05,2023,2,1,1000.12,,0,4,11429.942857142858,0
sv4-162,Defiance Vest,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.15,1000.11,0.1,0.02,0.05,0.05,0.06,0.05,0.05,,0.09,1000.11,0.01,0.05,2023,2,1,1000.1,,0,4,11112.222222222223,0
sv4-163,Earthen Vessel,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.28,19.98,0.28,0.02,0.24,0.16,0.22,0.19,0.17,,0.23750000000000002,19.98,0.01,0.24,2023,2,1,19.97,,0,4,84.08421052631577,0
sv4-164,Future Booster Energy Capsule,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.17,1000.16,0.15,0.02,0.09,0.07,0.11,0.11,0.07,,0.125,1000.16,0.01,0.09,2023,2,1,1000.15,,0,4,8001.2,0
sv4-165,Larry,Paradox Rift,2023/11/03,Common,,,,0,0,1,0.01,0.16,1000.13,0.13,0.02,0.06,0.05,0.05,0.13,0.05,,0.0975,1000.13,0.01,0.06,2023,1,1,1000.12,,0,4,10257.641025641025,0
sv4-166,Luxurious Cape,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.25,19.98,0.25,0.02,0.14,0.11,0.11,0.1,0.12,,0.1825,19.98,0.01,0.14,2023,2,1,19.97,,0,4,109.42465753424658,0
sv4-167,Mela,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.15,1000.13,0.14,0.02,0.05,0.05,0.04,0.04,0.05,,0.095,1000.13,0.01,0.05,2023,2,1,1000.12,,0,4,10527.578947368422,0
sv4-168,Norman,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.15,1000.12,0.07,0.02,0.04,0.04,0.05,0.06,0.03,,0.075,1000.12,0.01,0.04,2023,2,1,1000.11,,0,4,13334.800000000001,0
sv4-169,Parasol Lady,Paradox Rift,2023/11/03,Common,,,,0,0,1,0.01,0.15,1000.11,0.09,0.02,0.05,0.05,0.04,0.02,0.05,,0.08249999999999999,1000.11,0.01,0.05,2023,1,1,1000.1,,0,4,12122.424242424244,0
sv4-170,Professor Sada's Vitality,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.15,1000.06,0.08,0.02,0.02,0.07,0.05,0.07,0.06,,0.08499999999999999,1000.06,0.01,0.02,2023,2,1,1000.05,,0,4,11765.29411764706,0
sv4-171,Professor Turo's Scenario,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.25,1000.29,0.23,0.02,0.15,0.09,0.13,0.1,0.08,,0.1725,1000.29,0.01,0.15,2023,2,1,1000.28,,0,4,5798.72463768116,0
sv4-172,Rika,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.15,1000.1,0.08,0.02,0.05,0.05,0.04,0.05,0.04,,0.07749999999999999,1000.1,0.01,0.05,2023,2,1,1000.09,,0,4,12904.387096774197,0
sv4-173,Roark,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.15,1000.08,0.08,0.02,0.05,0.04,0.05,0.04,0.04,,0.07999999999999999,1000.08,0.01,0.05,2023,2,1,1000.07,,0,4,12500.875000000002,0
sv4-174,Shauntal,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.15,1000.12,0.1,0.02,0.07,0.05,0.09,0.07,0.05,,0.0975,1000.12,0.01,0.07,2023,2,1,1000.11,,0,4,10257.538461538461,0
sv4-175,Snorlax Doll,Paradox Rift,2023/11/03,Uncommon,120.0,,,0,0,1,0.02,0.26,1000.27,0.3,0.02,0.05,0.05,0.06,0.04,0.05,,0.16750000000000004,1000.27,0.02,0.05,2023,2,1,1000.25,0.3157894736842105,0,4,5971.641791044774,0
sv4-176,Technical Machine: Blindside,Paradox Rift,2023/11/03,Uncommon,,,,1,0,1,0.01,0.15,1000.13,0.1,0.02,0.06,0.04,0.06,0.02,0.04,,0.0875,1000.13,0.01,0.06,2023,2,1,1000.12,,0,4,11429.942857142858,0
sv4-177,Technical Machine: Devolution,Paradox Rift,2023/11/03,Uncommon,,,,1,0,1,0.01,0.22,1000.2,0.2,0.02,0.17,0.16,0.17,0.16,0.16,,0.18750000000000003,1000.2,0.01,0.17,2023,2,1,1000.19,,0,4,5334.346666666666,0
sv4-178,Technical Machine: Evolution,Paradox Rift,2023/11/03,Uncommon,,,,1,0,1,0.01,0.3,19.98,0.27,0.02,0.26,0.2,0.24,0.28,0.19,,0.25,19.98,0.01,0.26,2023,2,1,19.97,,0,4,79.88,0
sv4-179,Technical Machine: Turbo Energize,Paradox Rift,2023/11/03,Uncommon,,,,1,0,1,0.01,0.24,19.98,0.23,0.02,0.14,0.13,0.14,0.12,0.12,,0.1825,19.98,0.01,0.14,2023,2,1,19.97,,0,4,109.42465753424658,0
sv4-180,Techno Radar,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.15,1000.12,0.11,0.02,0.06,0.05,0.07,0.04,0.05,,0.095,1000.12,0.01,0.06,2023,2,1,1000.11,,0,4,10527.473684210527,0
sv4-181,Tulip,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.2,19.98,0.15,0.02,0.08,0.09,0.09,0.12,0.09,,0.13249999999999998,19.98,0.01,0.08,2023,2,1,19.97,,0,4,150.7169811320755,0
sv4-182,Medical Energy,Paradox Rift,2023/11/03,Uncommon,,,,0,0,1,0.01,0.2,19.98,0.18,0.02,0.04,0.06,0.04,0.03,0.06,,0.12,19.98,0.01,0.04,2023,2,1,19.97,,0,4,166.41666666666666,0
sv4-183,Crustle,Paradox Rift,2023/11/03,Illustration Rare,130.0,Grass,Dwebble,2,1,0,3.27,5.25,49.48,5.24,2.0,3.26,3.48,3.27,3.6,3.45,,4.3025,49.48,2.0,3.26,2023,5,1,47.48,0.34210526315789475,1,4,11.03544450900639,0
sv4-184,Dottler,Paradox Rift,2023/11/03,Illustration Rare,80.0,Grass,Blipbug,2,1,0,3.0,5.55,75.0,5.21,1.25,3.23,3.17,3.26,3.5,3.19,,4.3025,75.0,1.25,3.23,2023,5,1,73.75,0.21052631578947367,1,4,17.141196978500872,0
sv4-185,Toedscruel,Paradox Rift,2023/11/03,Illustration Rare,120.0,Grass,Toedscool,1,1,0,4.35,7.76,506.41,6.66,3.8,5.19,5.35,5.12,5.04,5.5,,6.260000000000001,506.41,3.8,5.19,2023,5,1,502.61,0.3157894736842105,1,4,80.28913738019169,0
sv4-186,Magby,Paradox Rift,2023/11/03,Illustration Rare,30.0,Fire,,1,1,0,14.0,20.0,9999.0,18.56,5.0,14.46,13.12,11.8,9.79,13.27,,15.907499999999999,9999.0,5.0,14.46,2023,5,1,9994.0,0.07894736842105263,0,4,628.2571114254283,0
sv4-187,Iron Moth,Paradox Rift,2023/11/03,Illustration Rare,130.0,Fire,,1,1,0,5.0,8.89,108.4,8.0,2.95,4.56,4.51,4.45,3.98,4.47,,6.4525,108.4,2.95,4.56,2023,5,1,105.45,0.34210526315789475,0,4,16.34250290585045,0
sv4-188,Snorunt,Paradox Rift,2023/11/03,Illustration Rare,60.0,Water,,1,1,0,6.55,9.89,28.0,9.64,4.7,7.19,7.95,7.08,7.5,8.02,,8.6575,28.0,4.7,7.19,2023,5,1,23.3,0.15789473684210525,0,4,2.691308114351718,0
sv4-189,Mantyke,Paradox Rift,2023/11/03,Illustration Rare,30.0,Water,,1,1,0,37.13,43.64,279.75,37.87,6.0,13.43,12.06,13.03,11.83,11.95,,26.6225,279.75,6.0,13.43,2023,5,1,273.75,0.07894736842105263,0,4,10.282655648417693,0
sv4-190,Vanillish,Paradox Rift,2023/11/03,Illustration Rare,90.0,Water,Vanillite,1,1,0,6.99,11.99,164.13,10.45,4.0,7.41,7.83,7.23,6.65,7.97,,9.41,164.13,4.0,7.41,2023,5,1,160.13,0.23684210526315788,1,4,17.017003188097767,0
sv4-191,Wimpod,Paradox Rift,2023/11/03,Illustration Rare,70.0,Water,,2,1,0,8.99,11.99,96.95,11.02,2.43,5.61,6.07,5.43,5.06,6.09,,8.6325,96.95,2.43,5.61,2023,5,1,94.52,0.18421052631578946,0,4,10.949319432377642,0
sv4-192,Veluza,Paradox Rift,2023/11/03,Illustration Rare,120.0,Water,,1,1,0,6.98,10.45,25.0,9.49,2.0,4.26,4.68,4.35,3.45,4.74,,7.2575,25.0,2.0,4.26,2023,5,1,23.0,0.3157894736842105,0,4,3.169135377196004,0
sv4-193,Plusle,Paradox Rift,2023/11/03,Illustration Rare,70.0,Lightning,,1,1,0,49.99,59.0,341.61,52.6,13.99,19.34,18.45,19.04,25.0,18.4,,37.26,341.61,13.99,19.34,2023,5,1,327.62,0.18421052631578946,0,4,8.792807300053678,0
sv4-194,Minun,Paradox Rift,2023/11/03,Illustration Rare,70.0,Lightning,,1,1,0,43.12,55.0,524.07,47.69,11.0,18.53,19.13,18.36,20.24,19.11,,35.04,524.07,11.0,18.53,2023,5,1,513.07,0.18421052631578946,0,4,14.64240867579909,0
sv4-195,Blitzle,Paradox Rift,2023/11/03,Illustration Rare,60.0,Lightning,,2,1,0,5.7,8.94,69.78,8.32,3.0,6.15,6.03,6.06,6.79,5.92,,7.31,69.78,3.0,6.15,2023,5,1,66.78,0.15789473684210525,0,4,9.135430916552668,0
sv4-196,Joltik,Paradox Rift,2023/11/03,Illustration Rare,40.0,Lightning,,1,1,0,24.0,30.33,149.7,24.7,3.8,7.18,7.29,6.66,7.33,7.28,,17.2425,149.7,3.8,7.18,2023,5,1,145.89999999999998,0.10526315789473684,0,4,8.46164999275047,0
sv4-197,Espathra,Paradox Rift,2023/11/03,Illustration Rare,120.0,Psychic,Flittle,1,1,0,5.0,7.66,62.92,7.74,4.0,5.81,5.99,5.58,5.3,6.1,,6.77,62.92,4.0,5.81,2023,5,1,58.92,0.3157894736842105,1,4,8.703101920236337,0
sv4-198,Gimmighoul,Paradox Rift,2023/11/03,Illustration Rare,70.0,Psychic,,1,1,0,12.0,15.73,91.37,14.78,2.9,8.08,7.99,7.17,5.7,8.06,,11.435,91.37,2.9,8.08,2023,5,1,88.47,0.18421052631578946,0,4,7.736773065150852,0
sv4-199,Groudon,Paradox Rift,2023/11/03,Illustration Rare,130.0,Fighting,,2,1,0,91.28,134.73,899.36,122.77,40.0,78.9,85.79,77.82,40.0,83.03,,104.58749999999999,899.36,40.0,78.9,2023,5,1,859.36,0.34210526315789475,0,4,8.216660690809132,0
sv4-200,Mienshao,Paradox Rift,2023/11/03,Illustration Rare,100.0,Fighting,Mienfoo,2,1,0,5.13,7.97,65.02,7.81,3.78,6.83,7.23,7.23,9.32,7.29,,7.575,65.02,3.78,6.83,2023,5,1,61.239999999999995,0.2631578947368421,1,4,8.084488448844883,0
